"","program","review_title","review_rating","review"
"133","Budapest Semesters in Mathematics","It Was A Very Challenging Program, But I Really Enjoyed It.",3.5,"I learned a lot about living on my own (cooking for myself, etc) and how to be comfortable in a new place. Katherine Novey - Middlebury College View Entire Review"
"134","Budapest Semesters in Mathematics","Budapest Is The Best!",4.5,"Unique cultural experience, opportunities to travel, unique course offerings, amazing professors A student - Middlebury College View Entire Review"
"135","Budapest Semesters in Mathematics","Need Help Deciding Whether Bsm Is Right For You?",5,"It was very worthwhile. I gained both mathematical confidence and experience living independently in a foreign city. Nathaniel Larson - Whitman College View Entire Review"
"136","Budapest Semesters in Mathematics","Bsm",2.5,"I learned that its good to travel and experience new things A student - Middlebury College View Entire Review"
"137","Budapest Semesters in Mathematics","Great Mathematics",5,"Great Math A student - Brandeis University View Entire Review"
"138","Budapest Semesters in Mathematics","Challenging Classes In A Beautiful City",5,"I had a fabulous time studying in Budapest this past summer. I made some amazing new friends who are math nerds like myself, and loved exploring the city. Cobie - Brandeis University View Entire Review"
"139","Budapest Semesters in Mathematics","Thinking About Study Abroad? Do It.",4.5,"This program was very worthwhile to me. I learned to be more independent, to cook, to better balance work and fun; I was surrounded by people who taught me everything from math to cooking. Meera Hejmadi - Wellesley College View Entire Review"
"140","Budapest Semesters in Mathematics","Great Cultural And Mathematical Experience",4,"I gained a greater degree of independence and got to learn about a new culture. It was definitely worth it! A student - Berea College View Entire Review"
"141","Budapest Semesters in Mathematics","Bsm Is An Excellent Program!",4.5,"I learned a lot of math and a lot about personal independence. Absolutely one of the best trips I've ever taken. A student - Middlebury College View Entire Review"
"142","Budapest Semesters in Mathematics","Budapest Is Awesome!",5,"Yes. A student - The University of Texas at Austin View Entire Review"
"143","CET: Florence","Best Four Months Of My Life In My New Favorite City",4.5,"I learned so much about a different culture and I think it really taught me to be more empathetic and understanding of different backgrounds. It was absolutely worthwhile, it helped me grow more than any other semester in college. A student - Vanderbilt University View Entire Review"
"144","CET: Florence","Cet Florence: Truly Life Changing",5,"Absolutely, I learned so much about myself and about other cultures. I think it gave me a much clearer mindset concerning where we stand in the world. Terral B - Vanderbilt University View Entire Review"
"145","CET: Florence","Would Not Recommend",2,"I learned how to take care of myself in the hardest of times, especially with no help from the program. I became much more self-sufficient. I learned a lot about the Italian culture - far more than I expected to. It was worthwhile for the friendships I made and the things I learned, but I would never pick the same program again.... Kimberly T - Trinity University View Entire Review"
"146","CET: Florence","",5,"It was extremely worthwhile. I gained a better understanding of cultures other than my own, more knowledge than I ever have in a traditional classroom, and formed new friendships with individuals I may not have ever encountered. Maura H - University of Georgia View Entire Review"
"147","CET: Prague","Immersed In Complex Czech History",4,"It was extremely worthwhile. I have never been that engaged in history or politics, but being in Prague where such important history is so recent made me fall in love with it. A student - Middlebury College View Entire Review"
"148","CET: Prague","Learn Film In Practical Experience",3.5,"I learned how to make a film. Ellie F - Brandeis University View Entire Review"
"149","CET: Prague","The Best Time Of My Life",5,"I learned so much about film and met the most incredible people. I could rave about this programs for days without taking a breath. A student - Wellesley College View Entire Review"
